Name,PlayerId,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD
Carlos Estévez,14542,LAA,1.32528,0.989401,0,4.38843,37,0,16.87,1.6179,23.8103,101.56,22.5506,12.45,11.61,3.47826,7.76968,0.48478,1.21949,24.7626,9.35993,2.93684,3.18708,1.31474,0.243822,0.0765034,0.167318769,0.243604,1.27341,0.296477,0.702153,,,4.1059,0.0987738,0.0315053,201.2700043,,,
Shawn Dubin,24977,HOU,1.19299,0.681463,0,4.13163,30,0,0,4.0094,20.3672,87.87,18.154,10.03,9.35,2.04644,9.07305,0.425279,1.34249,20.0715,8.86933,4.00925,2.21221,0.904293,0.228423,0.103255,0.125167638,0.234382,1.3368,0.291083,0.705895,,,4.02362,0.0977679,0.0262547,999,,,
Zack Kelly,20349,BOS,1.05381,0.751112,0,4.0619,30,0,0,3.798,19.6312,84.67,17.3234,9.54,8.86,1.92656,9.07175,0.569221,1.25447,19.4192,8.9028,4.15897,2.14062,0.883238,0.229352,0.107142,0.122209288,0.233018,1.34455,0.290518,0.711249,,,4.02964,0.0974675,0.0262547,999,,,
Nick Vespi,21093,BAL,1.0745,0.791695,0,4.01116,31,0,0,4.2108,20.5527,87.52,19.4115,9.87,9.16,2.17905,7.277,0.646442,0.920178,18.7151,8.19533,3.18659,2.57181,0.954204,0.213838,0.0831467,0.130691171,0.244716,1.29854,0.294932,0.711508,,,3.90785,0.0973641,0.0795879,999,,,
Kyle Finnegan,15009,WSN,0.939367,1.24298,0,4.26082,37,0,14.346,3.0587,23.9109,101.53,21.9428,12.15,11.32,3.06712,8.84372,0.502863,1.08286,24.1427,9.08726,3.32876,2.72993,1.15446,0.237789,0.0871045,0.150684483,0.239541,1.28755,0.29313,0.703463,,,4.04783,0.0967818,0.0315053,220.3999939,,,
Richard Fitts,sa3018182,BOS,1.34703,1.80173,1.12135,5.05593,10,4,0,0,24.672,106.06,25.9492,14.89,13.86,4.20936,7.22121,0.232404,0.953406,18.4476,6.72941,2.63419,2.55464,1.53552,0.173935,0.0680861,0.105849318,0.265098,1.34446,0.288985,0.67017,,,4.87076,0.0953249,-0.0289193,999,,,
Osvaldo Bido,23150,OAK,0.498546,0.813842,0.274282,4.5431,11,1,0,0.3356,14.7587,64.34,13.7851,8,7.45,1.75945,6.37434,0.288179,1.07639,13.9263,8.49243,3.88715,2.18474,1.07294,0.216449,0.0990728,0.117375948,0.242314,1.36594,0.291859,0.687121,,,4.33133,0.0951891,0.0179842,999,,,
Stephen Kolek,21487,SDP,1.03319,0.672913,0,4.11867,28,0,0,3.3705,18.5303,79.77,17.6488,9.13,8.48,1.70167,6.99827,0.494645,1.25108,16.0423,7.79162,3.399,2.29233,0.826489,0.201107,0.0877306,0.113376521,0.246766,1.3301,0.296544,0.696935,,,3.95212,0.0951628,0.0769694,999,,,
Luke Weaver,16918,NYY,1.45429,0.778118,0,4.35133,38,0,1.241,7.6774,23.8065,101.2,23.2007,12.45,11.51,3.56183,6.80529,0.453017,1.16485,23.8386,9.01213,2.57273,3.50295,1.34654,0.235559,0.067246,0.168313421,0.248854,1.26041,0.298329,0.701694,,,4.10089,0.0950463,0.0315049,728.4500122,,,
Jacob Latz,21306,TEX,1.20494,0.71826,0,3.85825,32,0,0,5.4333,19.7577,83.67,16.2415,9.09,8.47,2.24426,8.64343,0.487319,0.946123,20.382,9.28441,3.93725,2.3581,1.0223,0.2436,0.103304,0.140296459,0.219241,1.25951,0.272033,0.726438,,,4.02376,0.0946985,0.130426,999,,,
Justin Bruihl,23779,PIT,0.738101,0.594498,0,3.93689,22,0,0,5.3635,14.1279,60.17,13.4161,6.65,6.18,1.082,4.89517,0.522316,0.783734,11.2651,7.17629,3.1184,2.30127,0.689275,0.187221,0.0813557,0.105865695,0.246208,1.29611,0.292666,0.69427,,,3.761,0.0942049,0.0183779,999,,,
Kyle Hurt,27514,LAD,0.973426,0.36818,0,3.96751,21,0,0,0.3541,13.8601,59.66,11.6379,6.58,6.11,1.46089,6.7571,0.304862,0.860572,16.5324,10.7353,4.3877,2.44668,0.948626,0.277111,0.11326,0.163850576,0.223624,1.32719,0.298894,0.722641,,,3.78768,0.0938484,0.0183783,636.1400146,,,
Brendan White,26024,DET,0.551096,0.458849,0,3.78393,16,0,0,0.348,10.3226,43.54,9.79892,4.69,4.34,0.855891,3.04432,0.195154,0.725893,9.23947,8.05566,2.65427,3.03498,0.74623,0.212207,0.0699202,0.142286412,0.246391,1.24419,0.301372,0.70015,,,3.53768,0.0938022,0.013127,999,,,
Gregory Soto,19677,PHI,1.27884,0.81412,0,3.96059,35,0,1.177,7.4468,21.2241,91.74,18.9898,10.03,9.34,1.91022,10.0322,0.410132,1.24422,20.9703,8.89235,4.25409,2.0903,0.810022,0.228584,0.109354,0.119229458,0.236004,1.3674,0.296607,0.720821,,,3.94208,0.0925832,0.0795854,602.6799927,,,
Adrian Houser,12718,NYM,1.64333,1.64987,0.532264,4.45049,33,2,0,2.767,38.807,167.73,38.7114,20.69,19.19,4.10226,14.9694,0.649267,1.9966,27.4342,6.36247,3.47167,1.83268,0.951385,0.163562,0.0892471,0.074314751,0.256768,1.38328,0.290278,0.688202,,,4.42613,0.0923909,-0.00885564,532.5999756,,,
Hurston Waldrep,33527,ATL,0.973604,0.9395,0.981834,5.17739,3,3,0,0,14.967,65.63,16.0397,9.24,8.61,2.21817,5.62924,0.0444787,0.679149,11.6107,6.9818,3.38499,2.06258,1.33384,0.176912,0.0857723,0.091139734,0.270385,1.44778,0.303818,0.669536,,,4.79383,0.0922242,0.0207274,999,,,
Manuel Rodríguez,20794,TBR,0.872369,0.612415,0,3.98021,24,0,0,0.3526,17.2529,74.45,15.3191,8.2,7.63,1.44683,7.89758,0.49438,1.21986,16.7801,8.75339,4.11979,2.12472,0.754741,0.225388,0.106079,0.119308785,0.234478,1.34567,0.294493,0.708631,,,3.88459,0.0916653,0.074354,749.4500122,,,
Brusdar Graterol,20367,LAD,0.547732,0.167083,0,3.01241,11,0,0,0.3541,7.3496,29.83,6.65265,2.66,2.46,0.389984,1.46736,0.15324,0.425882,5.08304,6.22447,1.79687,3.46406,0.477557,0.1704,0.0491909,0.121209446,0.238132,1.10482,0.27879,0.720885,,,3.23361,0.0911981,0.061332,486.6199951,,,
Landon Knack,27487,LAD,1.04291,0.696699,0.552756,4.73244,8,2,0,0.3541,15.2522,65.19,15.1083,8.62,8.02,2.44973,4.7761,0.17744,0.666602,13.4876,7.95878,2.81828,2.82398,1.44554,0.206897,0.0732643,0.133633047,0.25287,1.30371,0.288943,0.684568,,,4.54415,0.0898786,-0.039875,750.5999756,,,
Clayton Beeter,27494,NYY,0.811712,0.518635,0.264502,4.05108,12,1,0,0.3527,14.4628,61.84,12.2566,7.03,6.51,1.95095,6.45859,0.268757,0.838251,16.0409,9.982,4.01909,2.48365,1.21405,0.259393,0.10444,0.154952623,0.224715,1.29403,0.281951,0.731062,,,4.2032,0.0896209,0.0621341,689.3099976,,,
Will Warren,sa3018149,NYY,1.01588,0.74641,0.529936,4.27636,9,2,0,0,15.4688,65.88,14.9614,7.93,7.35,2.13483,5.15066,0.205441,0.83091,13.6738,7.95566,2.99674,2.65477,1.24208,0.207556,0.0781824,0.129373796,0.24978,1.30017,0.29092,0.711432,,,4.34047,0.0895265,0.0562884,999,,,
Hunter Stratton,23455,PIT,0.701499,0.605781,0,4.17037,21,0,0,0.3483,13.4664,57.96,11.8686,6.68,6.24,1.35028,5.91881,0.246442,0.874841,13.094,8.75107,3.95571,2.21226,0.902432,0.225914,0.102119,0.123794936,0.23196,1.32087,0.286429,0.698709,,,4.02652,0.089083,-0.0347983,999,,,
Tanner Banks,16990,CHW,0.946805,0.944753,0,4.43849,34,0,0.541,6.4934,22.4265,95.89,22.6102,11.96,11.06,3.01554,6.68345,0.402305,0.933889,21.7092,8.71212,2.68214,3.2482,1.21017,0.226397,0.0696992,0.156697787,0.25614,1.3062,0.308344,0.691357,,,3.98518,0.0887861,-0.0747972,750.7999878,,,
T.J. McFarland,3237,OAK,0.701138,0.80133,0,3.95083,26,0,0,2.1478,18.0874,77.25,18.0209,8.61,7.94,1.49212,6.08727,0.499538,0.880093,14.1288,7.0303,3.02893,2.32105,0.742458,0.182898,0.0787996,0.104097947,0.256406,1.33287,0.302383,0.703848,,,3.81999,0.0884073,0.0236296,999,,,
Kris Bubic,21455,KCR,0.782467,0.992482,0.552291,4.77914,8,2,0,0.3495,15.2538,66.92,15.9693,8.73,8.1,1.8754,6.11406,0.194903,0.706859,12.616,7.44368,3.60741,2.06344,1.10652,0.188524,0.0913638,0.097160235,0.265717,1.44773,0.309025,0.686273,,,4.43987,0.0882545,-0.039875,748.3300171,,,
Colin Poche,19403,TBR,1.1754,0.835037,0,4.05092,31,0,0,3.8787,22.1505,92.72,18.9012,10.73,9.97,2.9711,7.80652,0.38897,0.921458,18.6726,7.58686,3.17187,2.39192,1.20719,0.201387,0.0841945,0.117192023,0.225035,1.20574,0.255501,0.708603,,,4.39406,0.088132,0.028881,616.75,,,
Nick Avila,25667,SFG,0.820052,0.643095,0,4.19892,24,0,0,0,15.9041,67.72,15.5894,8,7.42,1.9126,4.96153,0.557951,0.610691,14.4171,8.15854,2.80769,2.90578,1.08233,0.212893,0.0732653,0.139627561,0.250844,1.29218,0.298502,0.702217,,,3.95567,0.0873782,0.0210038,999,,,
James Karinchak,20151,CLE,0.522466,0.492771,0,3.93986,16,0,0,0.409,10.7136,45.46,8.02822,5.04,4.69,1.26867,5.44074,0.169375,0.608939,13.5385,11.3731,4.57052,2.48836,1.06575,0.297812,0.119682,0.178129993,0.203709,1.25719,0.274744,0.720866,,,3.86031,0.0859378,0.0665212,745.5,,,
Brett Martin,17369,,0.800896,0.916331,0,4.34242,15,0,0,0,14.5288,62.41,15.7772,7.56,7.01,1.31546,4.12337,0.369359,0.542501,10.4509,6.47394,2.55426,2.53456,0.814877,0.167456,0.0660691,0.101387061,0.273226,1.36974,0.314538,0.683351,,,3.85606,0.0854437,-0.0320987,999,,,
Carson Spiers,27685,CIN,1.65321,1.87376,0.846599,4.91173,28,3,0,0.3428,36.7386,160.37,38.1127,21.49,20.05,5.44479,13.0325,0.761503,2.02088,31.4648,7.70807,3.19263,2.41433,1.33383,0.196201,0.0812652,0.114936151,0.262273,1.39214,0.301345,0.681376,,,4.5972,0.085167,-0.0703762,748.3099976,,,
Peter Strzelecki,21367,CLE,0.781317,0.805516,0,4.35141,25,0,0,0.409,16.9393,72.4,15.8926,8.82,8.19,2.14181,5.77764,0.459048,0.999855,16.6695,8.85662,3.06971,2.88517,1.13796,0.230241,0.0798017,0.150439724,0.242182,1.27929,0.29375,0.68822,,,4.03012,0.0851413,-0.0295571,999,,,
Liam Hendriks,3548,BOS,0.316987,0.213372,0,3.76327,9,0,0,0.3453,6.0745,24.9,5.47187,2.74,2.54,0.803213,1.28356,0.121037,0.216857,7.10046,10.5201,1.90172,5.53186,1.19004,0.285159,0.0515485,0.233610611,0.233845,1.1121,0.301283,0.713102,,,3.27639,0.0850915,0.00787641,738.2600098,,,
Ronny Henriquez,24094,MIN,0.687364,0.509684,0,4.09806,19,0,0,0.3491,12.9573,54.71,12.3764,6.37,5.9,1.45506,3.81137,0.288617,0.620207,11.2989,7.84807,2.64733,2.96453,1.01067,0.206524,0.0696649,0.136858687,0.246156,1.24931,0.291045,0.693801,,,3.8961,0.0849879,0.0691269,999,,,
Luis Contreras,sa3010362,HOU,1.09289,0.610899,0,4.0903,27,0,0,0,18.3728,78.01,15.4063,8.97,8.35,2.45744,7.50138,0.509849,1.22507,20.2927,9.94051,3.67459,2.7052,1.20379,0.26013,0.0961592,0.163970694,0.222365,1.24683,0.278269,0.715954,,,4.10893,0.0835539,0.0236292,999,,,
Ryan Borucki,16350,PIT,0.807975,0.663923,0,3.99006,24,0,0,0.3483,15.4509,65.78,14.1658,7.37,6.85,1.43153,5.89456,0.284624,0.812572,13.3368,7.76856,3.43353,2.26256,0.833855,0.202748,0.0896102,0.113138273,0.239802,1.29833,0.287425,0.702825,,,3.93462,0.0835536,0.0717342,749.4299927,,,
Tommy Kahnle,11384,NYY,1.34763,0.655203,0,3.89907,34,0,0.62,6.9428,21.2589,90.21,18.5676,9.93,9.21,2.65773,8.41818,0.308618,1.22843,22.8193,9.66058,3.56385,2.71071,1.12515,0.252957,0.0933175,0.15963953,0.230472,1.26939,0.288817,0.73311,,,3.99395,0.0829651,0.079586,731.9400024,,,
Sammy Peralta,25589,CHW,0.723818,0.666637,0,4.0699,25,0,0,0.3299,16.364,69.59,15.5782,7.96,7.4,1.75887,5.45423,0.380294,0.789243,14.351,7.89286,2.99975,2.63117,0.967356,0.206222,0.0783766,0.127845772,0.24592,1.28528,0.292554,0.703953,,,3.94215,0.0827643,0.0210034,999,,,
Brendon Little,21574,TOR,0.991019,0.821247,0,3.92913,30,0,0,0.3794,19.4013,83.39,17.6768,9.08,8.47,1.65084,8.57195,0.531399,0.998829,18.0279,8.36293,3.97642,2.10313,0.765805,0.216188,0.102794,0.113394588,0.23946,1.35294,0.296006,0.71723,,,3.88188,0.0820796,0.0769675,999,,,
Drew Smyly,11760,CHC,1.63113,1.36432,0.274981,4.7329,36,1,0.636,6.7657,40.3516,173.22,39.8016,22.92,21.22,6.59621,13.5173,0.937669,1.654,38.5536,8.59899,3.0149,2.85216,1.47122,0.22257,0.0780355,0.144534633,0.251831,1.32136,0.294116,0.689564,,,4.49636,0.0811792,-0.206982,661.460022,,,
Grant Holmes,16944,ATL,1.10716,0.61625,0,4.5401,27,0,0,2.3228,17.3851,75.78,17.3419,9.44,8.77,2.13855,6.63473,0.526285,0.937441,18.1034,9.37186,3.4347,2.72858,1.10709,0.238894,0.0875526,0.15134155,0.25425,1.37915,0.316961,0.692792,,,3.97739,0.0809471,-0.0295679,999,,,
Alex Reyes,15015,,0.786697,0.845692,0,4.07132,14,0,0,0,13.5288,58.81,11.0532,6.56,6.12,1.29994,7.63444,0.322985,0.806572,14.7739,9.8283,5.0788,1.93516,0.864785,0.251214,0.129815,0.1213983,0.219445,1.38133,0.284392,0.718985,,,4.09108,0.0802072,0.0183822,999,,,
Adam Macko,sa3011555,TOR,0.533366,0.749536,0.578337,4.81208,2,2,0,0,9.632,41.69,9.59075,5.53,5.15,1.46575,3.62674,0.0282599,0.468935,8.6107,8.04571,3.38877,2.37423,1.36957,0.206541,0.0869931,0.119548075,0.255112,1.37225,0.295263,0.688507,,,4.6202,0.0795207,0.0138183,999,,,
Bryan Hoeing,26304,MIA,0.967684,1.10128,0.279871,4.67808,22,1,0,0.3474,25.9337,112.15,27.7757,14.51,13.48,3.02785,7.76308,0.576279,1.34213,19.4956,6.76574,2.69409,2.51133,1.05078,0.173835,0.0692206,0.104614787,0.269549,1.37037,0.307345,0.67185,,,4.22181,0.0793942,-0.122051,999,,,
Tristan Beck,21584,SFG,0.574573,0.609438,0.269392,4.59041,9,1,0,0.3526,11.8225,50.99,12.3602,6.5,6.03,1.41326,3.6771,0.18625,0.506779,9.1835,6.99106,2.79924,2.49748,1.07586,0.180104,0.0721141,0.107989766,0.264071,1.35651,0.302322,0.678389,,,4.21636,0.0791882,0.0619133,750.8400269,,,
Brandon Walter,26056,BOS,0.563436,0.738483,0.640734,4.80696,2,2,0,0,9.998,43,10.783,5.76,5.34,1.45308,2.86372,0.030333,0.414589,6.80311,6.12402,2.57786,2.37562,1.30803,0.158212,0.0665981,0.091613807,0.271465,1.36495,0.296514,0.679164,,,4.6664,0.076434,0.0138183,999,,,
Enyel De Los Santos,18403,SDP,1.20137,0.778424,0,4.18141,32,0,0,6.1504,21.158,89.6,18.5783,10.56,9.83,2.94452,7.64671,0.550411,1.33264,21.752,9.25267,3.25269,2.84462,1.25252,0.242767,0.0853427,0.157424718,0.230441,1.23949,0.279554,0.708739,,,4.18045,0.0749692,-0.0243261,741.5700073,,,
Cody Morris,25388,NYY,0.957903,0.474541,0,3.92884,24,0,0,0.3527,14.8899,63.1,12.6936,7.04,6.5,1.92963,6.03509,0.30441,0.85449,16.0403,9.69538,3.64783,2.65785,1.16634,0.254205,0.0956433,0.158561781,0.225824,1.25782,0.281482,0.729304,,,4.07251,0.0746655,0.0717342,750.5,,,
Chris Devenski,12763,TBR,1.02929,0.767711,0,4.33134,28,0,0,2.3978,20.0515,83.48,17.7164,10.34,9.65,3.07764,5.89964,0.320943,1.0064,19.3311,8.67665,2.64801,3.27666,1.38138,0.231566,0.0706713,0.160894699,0.231363,1.17777,0.270261,0.687616,,,4.25464,0.0743458,0.0262555,747.4799805,,,
Aaron Loup,10343,,0.864148,0.959508,0,4.24824,16,0,0,0,15.5288,67.06,15.7278,7.92,7.33,1.41863,5.46735,0.367376,0.999378,12.9526,7.50692,3.16871,2.36908,0.822192,0.193149,0.0815292,0.111620106,0.259563,1.36489,0.309575,0.691087,,,3.92293,0.0741887,0.0210082,999,,,
Anthony Banda,14706,LAD,1.29664,0.548062,0,4.41777,29,0,0,3.754,19.0685,82.81,18.4987,10.08,9.36,2.25509,7.71538,0.446115,1.02648,19.1603,9.04337,3.64153,2.48339,1.06437,0.231377,0.0931697,0.138207451,0.249752,1.37473,0.308504,0.699749,,,4.05734,0.0722915,-0.0269452,999,,,
Tom Cosgrove,23443,SDP,0.879023,0.522636,0,3.87258,23,0,0,0.3241,15.2456,64.18,13.366,7.06,6.56,1.7526,5.33362,0.462311,0.791837,14.4974,8.55826,3.14861,2.71811,1.03462,0.225886,0.0831041,0.142781921,0.230232,1.22656,0.277803,0.716462,,,3.95219,0.0722601,0.071736,750.75,,,
Greg Weissert,20375,BOS,1.18105,0.875605,0,4.28015,34,0,0.608,6.7957,22.331,96.03,19.9799,11.43,10.62,2.70611,9.50775,0.545895,1.45923,22.8582,9.21247,3.83188,2.40416,1.09063,0.238032,0.0990081,0.139023624,0.234884,1.32048,0.290322,0.702657,,,4.1557,0.0721326,0.0288798,749.3400269,,,
Seranthony Domínguez,19249,PHI,1.25171,0.818712,0,4.08065,34,0,0.588,6.3314,20.5997,87.77,18.3202,10.06,9.34,2.46831,8.11923,0.329035,1.40756,20.139,8.79874,3.54729,2.48041,1.07841,0.229452,0.0925058,0.136946328,0.234144,1.28349,0.284922,0.712651,,,4.14407,0.0716366,0.079586,598.6699829,,,
Michael Grove,23221,LAD,1.03421,0.442116,0,4.45187,23,0,0,0.3541,15.1622,64.94,14.3572,8.08,7.5,2.28199,5.35118,0.349184,0.679765,16.809,9.97752,3.17637,3.14117,1.35455,0.258839,0.0824019,0.176436797,0.243717,1.29984,0.303258,0.704169,,,4.08686,0.0698568,-0.0321782,598.7999878,,,
Garrett Cleavinger,17897,TBR,1.2844,0.910747,0,4.04021,35,0,1.289,8.1629,24.9492,107.72,20.676,12.03,11.2,2.74311,12.7663,0.50003,1.69666,27.3644,9.87125,4.60521,2.1435,0.989529,0.254033,0.118513,0.135519564,0.22171,1.34041,0.283975,0.72334,,,4.12901,0.0693319,0.0848292,744.1699829,,,
Mark Leiter Jr.,15551,CHC,1.34872,0.979201,0,4.58913,36,0,3.178,6.4832,25.142,108.78,23.8922,13.83,12.82,3.59545,9.58063,0.460728,1.81035,27.7696,9.94058,3.42954,2.89852,1.28705,0.255282,0.0880735,0.167208858,0.245327,1.33135,0.307414,0.690695,,,4.16347,0.0684526,-0.122537,721.9199829,,,
Yency Almonte,15068,CHC,0.710728,0.457899,0,4.07003,18,0,0,0.3494,12.3169,52.3,11.0991,5.99,5.57,1.36435,4.50177,0.219399,0.800625,11.7971,8.62019,3.28946,2.62054,0.996938,0.225566,0.0860759,0.13948983,0.236163,1.26663,0.287703,0.701996,,,3.97014,0.068278,0.0157528,999,,,
Domingo Germán,17149,PIT,0.583174,0.683512,0.267995,4.50433,10,1,0,0.3483,12.9076,54.69,12.4233,6.94,6.46,1.94205,3.87483,0.201115,0.624156,10.9095,7.60682,2.70178,2.81548,1.35412,0.199479,0.0708508,0.128628537,0.247521,1.26268,0.280703,0.689149,,,4.46543,0.0676789,0.0117985,602.7399902,,,
Luis L. Ortiz,27646,PIT,1.61424,1.84516,0.557879,4.62766,35,2,0,6.5012,40.6274,177.15,41.2414,22.42,20.89,4.54256,15.8888,0.814027,2.18699,29.7415,6.58849,3.51977,1.87185,1.00629,0.167889,0.0896912,0.078197464,0.259259,1.4062,0.294085,0.683667,,,4.4784,0.0674413,-0.00603663,668.5300293,,,
Nick Nelson,20153,PHI,1.22856,1.11155,0.281035,4.9173,28,1,0,0.3217,28.5157,126.3,29.7846,16.73,15.58,3.04557,12.184,0.467085,1.95319,22.739,7.1768,3.84545,1.86631,0.96123,0.18004,0.0964683,0.083571367,0.265548,1.47177,0.309557,0.669373,,,4.43512,0.0673182,-0.174442,999,,,
Parker Mushinski,21324,HOU,1.04497,0.570162,0,3.95924,26,0,0,0.3712,17.7079,75.46,16.6322,8.39,7.79,1.72069,6.44491,0.373971,0.932477,14.8961,7.5709,3.2756,2.3113,0.874537,0.197404,0.0854082,0.111995757,0.244294,1.30321,0.289736,0.710615,,,3.98486,0.0657572,0.127849,999,,,
Prelander Berroa,22932,CHW,0.619322,0.572743,0,4.0228,21,0,0,0.3299,13.6696,59.02,11.3044,6.58,6.11,1.45525,7.06773,0.351335,0.81702,14.3369,9.43938,4.65336,2.02851,0.95813,0.242917,0.119751,0.123165369,0.221068,1.34401,0.278672,0.721903,,,4.17098,0.065431,0.0183783,639.0999756,,,
Jake Diekman,5003,NYM,1.20169,0.927815,0,4.00882,35,0,0.66,7.4266,22.6526,98.68,17.7496,10.81,10.09,2.32253,13.7505,0.404295,1.59792,26.4933,10.526,5.46317,1.92671,0.922754,0.268477,0.139345,0.12913233,0.213,1.39058,0.282985,0.732431,,,4.18067,0.0652279,0.0822072,999,,,
Shelby Miller,10197,DET,1.17379,1.12158,0,4.48889,35,0,1.09,6.8171,23.6785,102.66,21.5697,12.75,11.81,3.08355,10.3722,0.495417,1.41721,24.6383,9.36481,3.9424,2.37541,1.17203,0.239999,0.101035,0.138964169,0.237368,1.34899,0.29274,0.694731,,,4.25978,0.0648083,-0.0721714,511.5700073,,,
Roddery Muñoz,25311,MIA,1.22337,1.75908,0.852886,4.99681,16,3,0,0.3474,26.8011,117.45,26.6324,15.95,14.88,4.0614,11.3214,0.451893,1.47084,24.3718,8.18423,3.80179,2.15273,1.36385,0.207508,0.096393,0.111114889,0.254472,1.41613,0.296112,0.681911,,,4.73741,0.064631,-0.0761321,999,,,
Calvin Faucher,20116,MIA,1.01026,1.02158,0,4.74992,31,0,0.591,5.8716,21.6383,95.65,21.8317,12.28,11.42,2.36744,9.83204,0.606556,1.1697,21.408,8.90424,4.08944,2.17738,0.984687,0.223816,0.102792,0.121024631,0.257911,1.46332,0.319753,0.683746,,,4.12315,0.0637134,-0.0747628,999,,,
Shaun Anderson,19453,MIA,0.555836,0.750234,0.284063,4.99513,10,1,0,0.3474,13.1348,57.47,14.0811,7.82,7.29,1.79684,4.49428,0.236391,0.60621,10.7741,7.38248,3.07949,2.3973,1.2312,0.187474,0.0782021,0.109272063,0.268879,1.41421,0.308661,0.669708,,,4.45703,0.0625505,-0.0904115,999,,,
Peter Lambert,17969,COL,1.10417,1.50094,0.5807,5.1353,20,2,0,0.3188,28.2866,124.61,31.2766,17.39,16.14,3.80822,9.80376,0.544837,1.41001,22.2187,7.06936,3.11928,2.26634,1.21167,0.178306,0.0786755,0.099630207,0.275817,1.45229,0.314394,0.662689,,,4.52274,0.0610388,-0.171003,999,,,
Seth Martinez,21045,HOU,1.28808,0.757638,0,4.26835,32,0,0,5.9212,21.6969,92.53,20.0032,11.05,10.29,2.55327,7.79015,0.477307,1.50452,17.2453,7.15344,3.2314,2.21373,1.05911,0.186375,0.0841905,0.102184467,0.240322,1.28098,0.275077,0.691338,,,4.37956,0.0583827,0.0288805,999,,,
Jacob Webb,19274,BAL,1.20036,0.954122,0,4.35866,35,0,0.571,7.5344,23.209,99.8,21.5995,12.07,11.24,2.94518,9.02305,0.605812,1.24619,21.9388,8.50743,3.49897,2.43141,1.14208,0.219827,0.0904113,0.129415832,0.241252,1.31943,0.288557,0.700115,,,4.24077,0.0582335,-0.021706,999,,,
Ryan Burr,17536,TOR,0.532854,0.441045,0,3.9557,16,0,0,0.3794,10.1701,43.04,8.79063,4.81,4.47,1.17067,4.05352,0.203701,0.520407,10.8122,9.56817,3.58713,2.66736,1.03598,0.251213,0.0941802,0.157032304,0.228529,1.26293,0.287728,0.717001,,,3.8736,0.0579387,0.013127,999,,,
Kyle Nicolas,27775,PIT,1.00835,0.934843,0,4.50867,31,0,0,3.7614,20.0813,87.9,17.8557,10.76,10.06,2.48138,9.99924,0.475098,1.36087,21.7411,9.74386,4.48144,2.17427,1.1121,0.247339,0.113757,0.133581609,0.233286,1.38711,0.293866,0.701158,,,4.2924,0.0575481,-0.0774,999,,,
Daysbel Hernández,20271,ATL,1.0994,0.586746,0,4.41198,26,0,0,0.3629,16.7068,73.02,14.8073,8.79,8.19,1.96722,8.44353,0.398889,0.95258,18.5493,9.99257,4.54856,2.19687,1.05975,0.254031,0.115633,0.138397478,0.232731,1.3917,0.297862,0.705519,,,4.15164,0.0574007,-0.0295627,999,,,
JT Chargois,13767,MIA,0.949541,0.873801,0,4.45101,28,0,0,3.5439,19.4316,83.99,19.036,10.34,9.61,2.02964,7.30876,0.444873,1.28958,16.9278,7.84037,3.38516,2.3161,0.940059,0.201546,0.0870195,0.114526547,0.252495,1.35577,0.301348,0.680959,,,4.09726,0.057378,-0.0269404,999,,,
Justin Slaten,25648,BOS,1.18234,0.928937,0,4.5184,35,0,1.215,6.7632,23.0059,99.9,21.9071,12.45,11.55,3.12149,9.56352,0.473979,1.15475,24.0172,9.3956,3.74128,2.51133,1.22114,0.240412,0.095731,0.144681156,0.245646,1.36794,0.302784,0.701855,,,4.22785,0.0572984,-0.021706,999,,,
Keegan Thompson,19795,CHC,1.12523,0.76154,0,4.34941,29,0,0,3.6336,20.1545,86.91,18.3369,10.49,9.74,2.63233,8.41437,0.36766,1.12295,20.5733,9.18702,3.75744,2.44502,1.17547,0.236719,0.096817,0.139902428,0.236994,1.32731,0.289928,0.704988,,,4.2302,0.0567321,0.0262551,999,,,
Justin Sterner,27694,TBR,0.783415,0.569939,0,4.2108,21,0,0,0.3526,15.1539,63.74,12.5857,7.62,7.09,2.32313,5.66489,0.444572,0.849276,15.8239,9.39792,3.36442,2.79332,1.37972,0.248257,0.088875,0.159381598,0.21993,1.20435,0.262612,0.708791,,,4.34834,0.054076,-0.032164,999,,,
Sam Moll,14874,CIN,1.10988,0.854499,0,4.21807,34,0,0,6.6129,21.1661,91.55,19.8721,10.68,9.92,2.31025,8.93809,0.800372,1.37528,19.6366,8.34964,3.80055,2.19695,0.98234,0.21449,0.0976307,0.116859354,0.24462,1.36115,0.296203,0.70888,,,4.17946,0.0540333,-0.0243337,999,,,
Colin Selby,24986,KCR,0.536562,0.423484,0,4.00249,15,0,0,0.3495,9.624,41.33,8.68586,4.61,4.28,0.911499,4.04112,0.30749,0.592202,8.55923,8.00427,3.7791,2.11803,0.852399,0.207095,0.0977769,0.109318018,0.236693,1.32242,0.28555,0.708852,,,4.05104,0.0530076,0.0131273,999,,,
